product_id,name,template_serial_number,dimensions,final_price,category
1,4912 PRINTY 4.0 NEGRO C. NEGRO 47x18mm,44257,,283.85,"Texto , Printy , 4912 , 4"
1,4912 PRINTY 4.0 C. ROJO C. NEGRO 47x18mm,44371,,283.85,"Texto , Printy , 4912 , 4"
1,4912 PRINTY 4.0 ROSA FUCSIA C.N 47x18mm,44387,,283.85,"Texto , Printy , 4912 , 4"
1,4912 PRINTY 4.0 VERDE C. NEGRO 47x18mm,44390,,283.85,"Texto , Printy , 4912 , 4"
1,4913 PRINTY 4.0 AMARILL NEON C.N 58x22mm,68835,,325.37,"Texto , Printy , 4913 , 4"
1,4913 PRINTY 4.0 C. AZUL C. NEGRO 58x22mm,44411,,340.19,"Texto , Printy , 4913 , 4"
1,4913 PRINTY 4.0 C.BLAN ART C.NEG 58x22mm,44417,,325.42,"Texto , Printy , 4913 , 4"
1,4913 PRINTY 4.0 C. GRIS C. NEGRO 58x22mm,44408,,340.21,"Texto , Printy , 4913 , 4"
1,4913 PRINTY 4.0 C. NEGRO C.NEGRO 58x22mm,44258,,340.21,"Texto , Printy , 4913 , 4"
1,4913 PRINTY 4.0 ROSA NEON C.NEG 58x22mm,70734,,325.42,"Texto , Printy , 4913 , 4"
1,4913 PRINTY 4.0 C. ROJO C. NEGRO 58x22mm,44414,,340.15,"Texto , Printy , 4913 , 4"
1,4913 PRINTY 4.0 ROSA FUCSIA C.N 58x22mm,44420,,325.37,"Texto , Printy , 4913 , 4"
1,4913 PRINTY 4.0 C.VERDE C.NEGRO 58x22mm,44423,,340.15,"Texto , Printy , 4913 , 4"
1,4914 PRINTY 4.0 C. AZUL C. NEGRO 64x26mm,52835,,424.28,"Texto , Printy , 4914 , 4"
1,4914 PRINTY 4.0 BLANCO/NEGRO C.N 64x26mm,52845,,424.3,"Texto , Printy , 4914 , 4"
1,4914 PRINTY 4.0 C.BLANCO C.NEGRO 64x26mm,52857,,424.3,"Texto , Printy , 4914 , 4"
1,4914 PRINTY 4.0 C. GRIS C. NEGRO 64x26mm,52830,,424.28,"Texto , Printy , 4914 , 4"
1,4914 PRINTY 4.0 C.NEGRO C.NEGRO 64x26mm,47586,,424.3,"Texto , Printy , 4914 , 4"
1,4914 PRINTY 4.0 C. ROJO C. NEGRO 64x26mm,52840,,424.3,"Texto , Printy , 4914 , 4"
1,4914 PRINTY 4.0 ROSA FUCSIA C.N 64x26mm,52850,,424.3,"Texto , Printy , 4914 , 4"
1,4914 PRINTY 4.0 C.VERDE C.NEGRO 64x26mm,52853,,424.3,"Texto , Printy , 4914 , 4"
1,4915 PRINTY 4.0 C. AZUL C. NEGRO 70x25mm,53249,,458.77,"Texto , Printy , 4915 , 4"
1,4915 PRINTY 4.0 C.BLANCO C.NEGRO 70x25mm,53304,,458.77,"Texto , Printy , 4915 , 4"
1,4915 PRINTY 4.0 BLANCO/NEGRO C.N 70x25mm,53222,,458.77,"Texto , Printy , 4915 , 4"
1,4915 PRINTY 4.0 C. GRIS C. NEGRO 70x25mm,53183,,458.79,"Texto , Printy , 4915 , 4"
1,4915 PRINTY 4.0 C.NEGRO C.NEGRO 70x25mm,47587,,458.77,"Texto , Printy , 4915 , 4"
1,4915 PRINTY 4.0 C. ROJO C. NEGRO 70x25mm,53254,,458.77,"Texto , Printy , 4915 , 4"
1,4915 PRINTY 4.0 ROSA FUCSIA C.N 70x25mm,53297,,458.77,"Texto , Printy , 4915 , 4"
1,4915 PRINTY 4.0 C.VERDE C.NEGRO 70x25mm,53300,,458.77,"Texto , Printy , 4915 , 4"
1,44045 PRINTY 2.0 C.GRIS C.NEGRO 45X30mm,3595,,437.84,"Texto , Printy , 44045 , 3"
1,44045 PRINTY 3.0 C.ROJO C.NEGRO 45x30mm,3597,,437.84,"Texto , Printy , 44045 , 3"
1,46019 PRINTY 3.0 C. AZUL C. NEGRO 19mm,3527,,230.02,"Texto , Printy , 46019 , 3"
1,46019 PRINTY 3.0 C. GRIS C. NEGRO 19mm,3528,,230.02,"Texto , Printy , 46019 , 3"
1,46019 PRINTY 3.0 C. ROJO C. NEGRO 19mm,3529,,230.02,"Texto , Printy , 46019 , 3"
1,46025 PRINTY 3.0 C. AZUL C. NEGRO 25mm,3530,,319.26,"Texto , Printy , 46025 , 3"
